ccp_alpha,train_accuracy,val_accuracy
0.0,1.0,0.532051282051282
0.00018569656647937096,0.9992429977289932,0.532051282051282
0.0001862935276305829,0.9982967448902347,0.532051282051282
0.00018637587558332307,0.9971612414837244,0.5336538461538461
0.00018839033789828675,0.9969719909159728,0.5336538461538461
0.00018895064609123825,0.996782740348221,0.5336538461538461
0.00018925056775170325,0.992997728993187,0.5368589743589743
0.00025233409033560434,0.9888342165026495,0.5400641025641025
0.0002838758516275549,0.9861847085541257,0.5400641025641025
0.00030280090840272515,0.9842922028766087,0.5400641025641025
0.0003154176129195054,0.9835352006056018,0.5416666666666666
0.00032442954471720563,0.9833459500378501,0.5432692307692307
0.0003364454537808058,0.9829674489023467,0.5432692307692307
0.00034065102195306586,0.9822104466313399,0.5400641025641025
0.00034065102195306597,0.9816426949280848,0.5400641025641025
0.00034409194136673325,0.9814534443603331,0.5400641025641025
0.00035146534011030615,0.9812641937925813,0.5400641025641025
0.0003532677264698461,0.9808856926570779,0.5416666666666666
0.0003532677264698462,0.9806964420893263,0.5416666666666666
0.0003545768048557922,0.9786146858440575,0.5432692307692307
0.00035484481453444363,0.9782361847085541,0.5432692307692307
0.00035606038893750926,0.9772899318697956,0.5432692307692307
0.0003562363628267356,0.9769114307342922,0.5432692307692307
0.00035858002310849054,0.9765329295987888,0.5432692307692307
0.00035892070787359696,0.9761544284632854,0.5432692307692307
0.0003595760787282361,0.9759651778955337,0.5432692307692307
0.0003604772719080063,0.975775927327782,0.5432692307692307
0.0003606975900592666,0.97445117335352,0.5512820512820513
0.00036336109008327014,0.9742619227857684,0.5496794871794872
0.00036448257492920614,0.9740726722180166,0.5496794871794872
0.00036588443098662613,0.9736941710825132,0.5496794871794872
0.00036667297501892504,0.9735049205147616,0.5496794871794872
0.0003667331911086643,0.9725586676760031,0.5528846153846154
0.0003670314041245152,0.9723694171082513,0.5528846153846154
0.00036704561441117936,0.9721801665404997,0.5528846153846154
0.00036736874916507093,0.9719909159727479,0.5528846153846154
0.0003676868173461663,0.9716124148372445,0.5512820512820513
0.0003692046163857788,0.9710446631339894,0.5512820512820513
0.00037018242922860637,0.970666161998486,0.5544871794871795
0.00037324417528808196,0.9704769114307343,0.5560897435897436
0.0003733161884417153,0.9702876608629826,0.5576923076923077
0.00037388526799726806,0.9700984102952309,0.5576923076923077
0.00037409995950918133,0.9699091597274792,0.5576923076923077
0.0003744312308205748,0.9697199091597275,0.5608974358974359
0.00037532045369245405,0.9695306585919757,0.5608974358974359
0.0003753901672663919,0.9689629068887207,0.5608974358974359
0.00037540741528124214,0.9680166540499622,0.5625
0.0003785011355034065,0.9663133989401969,0.5657051282051282
0.0004055369308965071,0.9659348978046934,0.5625
0.0004258137774413324,0.9657456472369417,0.5608974358974359
0.00042583749305132685,0.9653671461014383,0.5592948717948718
0.00043220325775546946,0.964988644965935,0.5592948717948718
0.0004415846580873075,0.9647993943981832,0.5608974358974359
0.0004514503518447898,0.9646101438304315,0.5608974358974359
0.0004535108961877454,0.9644208932626798,0.5608974358974359
0.0004542013626040878,0.9632853898561695,0.5608974358974359
0.00046945877271740337,0.9630961392884179,0.5625
0.00048040528736970815,0.9625283875851628,0.5625
0.000488287693024685,0.962339137017411,0.5625
0.0004998903874817206,0.961771385314156,0.5625
0.0005046681806712087,0.9602573807721423,0.5625
0.0005053315034446483,0.9600681302043906,0.5657051282051282
0.0005136801124689087,0.9598788796366389,0.5657051282051282
0.0005184976797391636,0.9591218773656321,0.5657051282051282
0.0005271980101654591,0.958554125662377,0.5657051282051282
0.0005311225611096185,0.9583648750946253,0.5657051282051282
0.0005376098776698161,0.9581756245268735,0.5673076923076923
0.0005402798466459914,0.9576078728236185,0.5673076923076923
0.0005407159078620093,0.9564723694171082,0.5673076923076923
0.0005519808226091345,0.9557153671461014,0.5673076923076923
0.0005553435732289242,0.9555261165783497,0.5673076923076923
0.0005677517032551098,0.9547691143073429,0.5673076923076923
0.00058877954411641,0.9543906131718395,0.5673076923076923
0.0006056018168054503,0.9536336109008327,0.5673076923076923
0.0006182185213222305,0.9532551097653293,0.5673076923076923
0.0006308352258390108,0.9524981074943225,0.5689102564102564
0.0006352523715803956,0.9517411052233157,0.5705128205128205
0.000640540383159611,0.9506056018168054,0.5721153846153846
0.0006406456832390389,0.9506056018168054,0.5721153846153846
0.000642304957217902,0.950227100681302,0.5737179487179487
0.0006488590894344113,0.9498485995457986,0.5737179487179487
0.000649694078017766,0.9494700984102953,0.5737179487179487
0.0006507563382339268,0.9490915972747919,0.5737179487179487
0.0006552737894229077,0.9468205904617714,0.5737179487179487
0.0006593209496024918,0.9464420893262679,0.5737179487179487
0.0006623769871309615,0.9456850870552612,0.5721153846153846
0.0006640939781690316,0.9453065859197578,0.5721153846153846
0.000667943180300129,0.944549583648751,0.5737179487179487
0.0006711431389705427,0.9441710825132476,0.5737179487179487
0.0006728909075616116,0.9437925813777441,0.5737179487179487
0.0006729400667453917,0.9434140802422407,0.5769230769230769
0.0006813020439061317,0.9430355791067373,0.5737179487179487
0.0006813020439061319,0.9426570779712339,0.5721153846153846
0.0006834048279922619,0.9420893262679788,0.5705128205128205
0.0006839581922254527,0.9417108251324754,0.5705128205128205
0.0006849068166252118,0.941332323996972,0.5705128205128205
0.0006911759865714379,0.9409538228614686,0.5705128205128205
0.0006917187553401007,0.9398183194549584,0.5705128205128205
0.000693918748422912,0.939439818319455,0.5705128205128205
0.0006945372143305976,0.9390613171839516,0.5705128205128205
0.0006956272203879166,0.9379258137774413,0.5737179487179487
0.0006980642370498554,0.9375473126419379,0.5737179487179487
0.0007047952178339291,0.9371688115064345,0.5737179487179487
0.0007137449983778521,0.9367903103709311,0.5737179487179487
0.000721248182154831,0.9364118092354277,0.5737179487179487
0.0007217928630530077,0.9360333080999244,0.5737179487179487
0.0007263423223961428,0.9356548069644209,0.5737179487179487
0.0007264550697555997,0.9352763058289175,0.5737179487179487
0.0007273159074379185,0.9348978046934141,0.5737179487179487
0.0007320299757968504,0.9345193035579107,0.5737179487179487
0.0007341616852436765,0.9341408024224073,0.5753205128205128
0.000737259246914557,0.9337623012869039,0.5753205128205128
0.0007380772142316427,0.9331945495836488,0.5753205128205128
0.0007382248828647648,0.932437547312642,0.5753205128205128
0.0007384285654966675,0.9320590461771385,0.5769230769230769
0.000750693918748423,0.9316805450416351,0.5769230769230769
0.000757002271006813,0.9301665404996216,0.5785256410256411
0.0007581492441447026,0.9297880393641181,0.5785256410256411
0.0007620412985944048,0.9294095382286147,0.5769230769230769
0.0007889045095706708,0.9290310370931113,0.5769230769230769
0.0007948523845571539,0.9282740348221045,0.5769230769230769
0.0008051751427981557,0.9280847842543528,0.5769230769230769
0.0008200857935907142,0.9275170325510976,0.5769230769230769
0.0008287780931557909,0.9271385314155942,0.5801282051282052
0.0008343497292567427,0.9267600302800908,0.5801282051282052
0.0008411136344520145,0.9260030280090841,0.5801282051282052
0.0008426344300586088,0.9256245268735807,0.5849358974358975
0.0008491398669180872,0.9207040121120363,0.5865384615384616
0.0008516275548826646,0.9195685087055261,0.5865384615384616
0.0008579359071410552,0.9191900075700227,0.5865384615384616
0.0008741573843769153,0.9180545041635125,0.5865384615384616
0.0008843914550278518,0.9169190007570023,0.5865384615384616
0.0008851103476387352,0.9163512490537472,0.5865384615384616
0.0008921812479723156,0.915783497350492,0.5865384615384616
0.0008986125272136738,0.915215745647237,0.5865384615384616
0.0009034677223648895,0.9144587433762301,0.5881410256410257
0.0009084027252081756,0.9137017411052233,0.5865384615384616
0.000911742441109676,0.9131339894019682,0.5865384615384616
0.0009127565416091428,0.9125662376987131,0.5865384615384616
0.0009175374001629769,0.9121877365632097,0.5849358974358975
0.0009273277819833461,0.9106737320211961,0.5849358974358975
0.0009354824812441934,0.910105980317941,0.5849358974358975
0.0009372274728311689,0.9097274791824376,0.5849358974358975
0.0009470708405950466,0.9091597274791824,0.5865384615384616
0.0009481225572420164,0.9085919757759273,0.5913461538461539
0.0009567667591891663,0.9074564723694171,0.5913461538461539
0.0009634574358268529,0.9066994700984103,0.5913461538461539
0.0009649212783361697,0.9065102195306586,0.5913461538461539
0.0009650056756034774,0.9059424678274035,0.594551282051282
0.0009732886341516167,0.904996214988645,0.594551282051282
0.0009737308265009444,0.9044284632853898,0.594551282051282
0.0009743359259054435,0.9040499621498864,0.6009615384615384
0.0009768934068706964,0.9032929598788796,0.6009615384615384
0.000978959557087731,0.9027252081756245,0.6009615384615384
0.0009792965886834166,0.9019682059046177,0.5993589743589743
0.0010044837826821175,0.9014004542013626,0.5977564102564102
0.0010150220866403641,0.9008327024981075,0.5977564102564102
0.0010219530658591976,0.9000757002271007,0.5977564102564102
0.0010243186979560937,0.8995079485238455,0.5977564102564102
0.0010543960203309181,0.898561695685087,0.5977564102564102
0.0010673732021196066,0.897993943981832,0.5977564102564102
0.00106945357408695,0.8972369417108251,0.5961538461538461
0.001073365426997631,0.8962906888720666,0.6025641025641025
0.001076489788609151,0.8957229371688115,0.6025641025641025
0.001078613073567416,0.8951551854655564,0.6025641025641025
0.0010798134758589397,0.8945874337623013,0.6025641025641025
0.0010914916465679632,0.8945874337623013,0.6025641025641025
