ccp_alpha,train_accuracy,val_accuracy
0.001099455679319419,0.8938304314912945,0.5977564102564102
0.001103961645218269,0.892884178652536,0.5977564102564102
0.0011077466565733022,0.8923164269492808,0.5977564102564102
0.0011086929094120614,0.891559424678274,0.5977564102564102
0.001112464206957838,0.8908024224072673,0.5977564102564102
0.001119693776771748,0.8900454201362604,0.5961538461538461
0.0011246890883529793,0.8892884178652536,0.5961538461538461
0.001127092270165699,0.8885314155942468,0.5961538461538461
0.0011398282466264244,0.8877744133232399,0.5961538461538461
0.0011428482772229394,0.884557153671461,0.5993589743589743
0.0011554320647810413,0.8838001514004542,0.5993589743589743
0.001159202351480931,0.8828538985616957,0.5993589743589743
0.001166065609998072,0.8820968962906889,0.5977564102564102
0.0011908664432412328,0.8802043906131718,0.5977564102564102
0.001200498550990602,0.8794473883421651,0.5977564102564102
0.0012076294357240428,0.8779333838001514,0.5993589743589743
0.0012164681736055293,0.8694171082513248,0.6041666666666666
0.0012238203381276813,0.8680923542770629,0.6009615384615384
0.0012248028250016832,0.8663890991672974,0.6025641025641025
0.001235200110829091,0.8658213474640424,0.6025641025641025
0.001237026511625983,0.8643073429220288,0.5993589743589743
0.0012374075583765215,0.8626040878122634,0.5993589743589743
0.001266886973737844,0.8614685844057532,0.5993589743589743
0.001270221415097323,0.8605223315669946,0.6009615384615384
0.001271763815291446,0.8597653292959879,0.5993589743589743
0.0012814027174414375,0.8544663133989402,0.6057692307692307
0.0012828484914026172,0.8537093111279334,0.6041666666666666
0.001288949812795385,0.8525738077214232,0.6041666666666666
0.0012897075728264223,0.8518168054504164,0.6025641025641025
0.001300938481829812,0.8510598031794095,0.6009615384615384
0.0013010976532929599,0.8501135503406511,0.6041666666666666
0.0013037261334006224,0.8491672975018925,0.6025641025641025
0.0013194018654454152,0.848221044663134,0.6041666666666666
0.0013247539742619221,0.8467070401211204,0.6073717948717948
0.0013272117738431135,0.8457607872823618,0.6057692307692307
0.0013275067097928569,0.845003785011355,0.6057692307692307
0.0013369946220121833,0.8440575321725965,0.6073717948717948
0.0013394734628648331,0.8427327781983346,0.6057692307692307
0.0013531552138667958,0.8417865253595761,0.6073717948717948
0.0013657148329448438,0.8410295230885693,0.6089743589743589
0.0013703883652746007,0.839894019682059,0.6089743589743589
0.001387565585110548,0.8387585162755489,0.6057692307692307
0.0013909916729750189,0.8376230128690386,0.6057692307692307
0.0013968494286435242,0.8366767600302801,0.6041666666666666
0.001410270166948122,0.834784254352763,0.6025641025641025
0.0014130709058793843,0.8334595003785011,0.6025641025641025
0.0014186163242965316,0.8325132475397427,0.6025641025641025
0.0014203056595183772,0.8313777441332324,0.6041666666666666
0.0014346485424482254,0.8302422407267221,0.6009615384615384
0.001439272690883158,0.8289174867524602,0.6041666666666666
0.0014644997212994986,0.8262679788039364,0.6025641025641025
0.0014767473187131336,0.8251324753974262,0.5993589743589743
0.0014844628009414722,0.8236184708554126,0.5993589743589743
0.0015253482323883561,0.8217259651778955,0.5993589743589743
0.0015338929102683375,0.8209689629068887,0.5993589743589743
0.0015385016469688434,0.8198334595003784,0.5993589743589743
0.0015548615254415837,0.8183194549583649,0.6009615384615384
0.0015572618146425868,0.8171839515518546,0.5993589743589743
0.0015605491215824295,0.8158591975775927,0.5977564102564102
0.0015658458628492432,0.8145344436033308,0.5961538461538461
0.00156605602355501,0.8135881907645723,0.5961538461538461
0.0015991672975018923,0.8120741862225587,0.6073717948717948
0.0016499519782797083,0.8107494322482968,0.6073717948717948
0.0016539665062061993,0.8075321725965178,0.6121794871794872
0.0016905993442438523,0.8060181680545042,0.6137820512820513
0.0016958248891162531,0.8035579106737321,0.6137820512820513
0.0017090344317779484,0.8022331566994702,0.6137820512820513
0.0017213843064481996,0.8010976532929599,0.6009615384615384
0.0017463028772446293,0.7993943981831946,0.6025641025641025
0.0017578548119319762,0.7971233913701741,0.6041666666666666
0.0017937119655514824,0.7969341408024224,0.6073717948717948
0.0018445785856838082,0.7946631339894019,0.6073717948717948
0.0018902566563001946,0.7931491294473884,0.6089743589743589
0.001915833675420666,0.7906888720666162,0.6137820512820513
0.0019287350681551395,0.7889856169568509,0.6201923076923077
0.0020296217099696123,0.7781983345950038,0.6105769230769231
0.002076684824825717,0.7768735806207419,0.6121794871794872
0.00209357193040789,0.7725208175624527,0.6153846153846154
0.002095794373125893,0.7693035579106737,0.6137820512820513
0.0021346537872173332,0.7689250567751703,0.6025641025641025
0.0021647534876627055,0.7657077971233913,0.6025641025641025
0.002177890193927612,0.7611657834973505,0.6025641025641025
0.002251140989268534,0.7604087812263437,0.6025641025641025
0.0023406955514984175,0.7571915215745647,0.6073717948717948
0.002354735770683951,0.7562452687358062,0.6009615384615384
0.0024085613378478504,0.7545420136260409,0.5993589743589743
0.002454691187602975,0.7511355034065103,0.594551282051282
0.00246502333035605,0.7481074943224829,0.5993589743589743
0.002498658295319013,0.7462149886449659,0.5977564102564102
0.002664186220000378,0.7443224829674489,0.6025641025641025
0.0027137419697778227,0.7412944738834216,0.5993589743589743
0.0028528596650953565,0.7375094625283876,0.5993589743589743
0.0029893493423795783,0.7375094625283876,0.5993589743589743
0.003182882473831316,0.7303179409538229,0.6089743589743589
0.003346810172512732,0.7284254352763059,0.6153846153846154
0.0034573280509287707,0.7235049205147616,0.6378205128205128
0.0037306895641566577,0.7223694171082513,0.6410256410256411
0.004125019166010276,0.7178274034822104,0.6378205128205128
0.004310798397244523,0.7153671461014383,0.6314102564102564
0.004318653818560669,0.7153671461014383,0.6314102564102564
0.00471605705434203,0.7102573807721423,0.6378205128205128
0.005291978506125422,0.7026873580620742,0.6266025641025641
0.00546768696727995,0.6911430734292203,0.5721153846153846
0.005983810278507307,0.6911430734292203,0.5721153846153846
0.006257925772384862,0.683005299015897,0.5576923076923077
0.006542804479746374,0.6826267978803936,0.5608974358974359
0.007474445752048052,0.6769492808478426,0.5560897435897436
0.008335676538891376,0.6610522331566995,0.5592948717948718
0.010873757225256797,0.6457229371688115,0.5625
0.01857066797621494,0.6425056775170326,0.6153846153846154
0.021520105924734995,0.6300151400454201,0.594551282051282
0.03447771493643659,0.5906510219530658,0.5689102564102564
0.09373202003170811,0.4797501892505677,0.38782051282051283
